Class,Age,Sex,Fate
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,child,male,survived
3 third,child,male,survived
3 third,child,male,survived
3 third,child,male,survived
3 third,child,male,survived
3 third,child,male,survived
3 third,child,male,survived
3 third,child,male,survived
3 third,child,male,survived
3 third,child,male,survived
3 third,child,male,survived
3 third,child,male,survived
3 third,child,male,survived
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,male,died
3 third,child,female,survived
3 third,child,female,survived
3 third,child,female,survived
3 third,child,female,survived
3 third,child,female,survived
3 third,child,female,survived
3 third,child,female,survived
3 third,child,female,survived
3 third,child,female,survived
3 third,child,female,survived
3 third,child,female,survived
3 third,child,female,survived
3 third,child,female,survived
3 third,child,female,survived
3 third,child,female,died
3 third,child,female,died
3 third,child,female,died
3 third,child,female,died
3 third,child,female,died
3 third,child,female,died
3 third,child,female,died
3 third,child,female,died
3 third,child,female,died
3 third,child,female,died
3 third,child,female,died
3 third,child,female,died
3 third,child,female,died
3 third,child,female,died
3 third,child,female,died
3 third,child,female,died
3 third,child,female,died
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,survived
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,male,died
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,survived
4 crew,adult,female,died
4 crew,adult,female,died
4 crew,adult,female,died
