Class,Age,Sex,Fate
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,survived
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,male,died
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,survived
crew,adult,female,died
crew,adult,female,died
crew,adult,female,died
